id,code,description,unit,range_id,range,colour_spec_id,colour_spec,colour_spec$type,price,default_supplier,brand_linked,budget_zone
42592,SOF62412,Soffit 2400 X 1200 X 6,Each,,,,,,32.4182,SOFFIT,,
42593,SOF62712,Soffit 2700 X 1200 X 6,Each,,,,,,33.9182,SOFFIT,,
42594,SOF3009,Soffit 3000 X 900 X 4.5,Each,,,,,,18.1636,SOFFIT,,
42595,SOF63012,Soffit 3000 X 1200 X 6,Each,,,,,,50.0182,SOFFIT,,
42596,JM4524,H Mould 4.5mm X 2400 PVC White HM4,Each,,,,,,1.04,SOFFIT,,
42597,JM453,H Mould 4.5mm X 3000 PVC White HM4,Each,,,,,,1.7727,SOFFIT,,
42598,JM624,H Mould 6mm X 2400 PVC White HM10,Each,,,,,,3.0636,SOFFIT,,
42599,JM63,H Mould 6mm X 3000 PVC White HM10,Each,,,,,,3.8273,SOFFIT,,
42600,WF5038,Flashing Window 50 X 38 X 1800mm,Each,,,,,,12.23,Bunnings,,
42601,HTEX249,Hardietex Base Sheet 2440 X 900 X 7.5mm,shts,,,,,,43.1457,Bunnings,,
42602,HTEX279,Hardietex Base Sheet 2725 X 900 X 7.5mm,shts,,,,,,24.8182,Bunnings,,
42603,20MMDG,20mm Drainage Gravel,M3,,,,,,47,LANDSCAPING,,Gravel to side of house
42604,RDBASEM3,Road Base,M3,,,,,,43,LANDSCAPING,,
42605,DECSCREEFINE,Deco Screened Fine,M3,,,,,,25,LANDSCAPING,,
42606,ACP30M,Addtional Concrete Pumped Over 30m3,M3,,,,,,15,CONCRETE PUMPING,,
42607,LAMINATE,Laminates,each,,,,,,1,FLOOR COVERING,,Main Floors
42608,VINYLFLR,Vinyl Flooring as per Quote,each,,,,,,1,FLOOR COVERING,,Main Floors
42609,ADDCHARGE,Additional Charge outside normal working hours,hours,,,,,,10,,,
42610,SSFL,Abey Flushline Laundry Tub,each,415,Flushline - Abey,150,Stainless Steel - Plumbing Fitoff Gear,113,145,Harvey Norman Commercial QLD,Abey - Laundry Tub,
42611,71X4000,Everhard 40L Standard Laundry Tub & Cabinet 600 X 500 X 870mm,Each,134,EI Trade - Everhard,104,White - Plumbing Fitoff Gear,113,188.45,Harvey Norman Commercial QLD,Everhard - Stand Alone Tub,
42612,HDE770,Corinthian Honeycomb Core External 2040 X 770,Each,,,,,,50.4,Pre Hung Doors (PHD),,
42613,HDE820,Corinthian Honeycomb Core External 2040 X 820,Each,,,,,,50.4,Pre Hung Doors (PHD),,
42614,HDE870,Corinthian Honeycomb Core External 2040 X 870,Each,,,,,,51.6,Pre Hung Doors (PHD),,
42615,DCRD,Door Catch Robe Door,Each,,,,,,0.6,Pre Hung Doors (PHD),,
42616,DCSD,Door Catch Swinging Door,Each,,,,,,0.9455,Pre Hung Doors (PHD),,
42617,CP10060,Connector Plate Pryda 100 X 60 W/Nails,Each,,,,,,0.3818,Finlaysons Timber & Hardware Pty Ltd,,
42618,WF11375,Flashing Galvanised Window 113 X 75 X 1800mm Galv,Each,,,,,,22.3364,Bunnings,,
42619,WF7538,Flashing Galvanised Window 75 X 38 X 1800mm Galv,Each,,,,,,17.8182,Bunnings,,
42620,NC753.8100,Nails Concrete Flat Box/100 65 X 3.5 W/O Washer,Each,,,,,,11.1818,Finlaysons Timber & Hardware Pty Ltd,,
42621,NSG302.81,Nails Strapping Galv 30 X 2.8 1kg,Each,,,,,,14.0364,Finlaysons Timber & Hardware Pty Ltd,,
42622,SOF2709,Soffit 2700 X 900 X 4.5,Each,,,,,,16.3545,SOFFIT,,
42623,SOF2712,Soffit 2700 X 1200 X 4.5,Each,,,,,,31.8182,SOFFIT,,
42624,SOF3012,Soffit 3000 X 1200 X 4.5,Each,,,,,,31.6364,SOFFIT,,
42625,SOF2412,Soffit 2400 X 1200 X 4.5,Each,,,,,,25.3091,SOFFIT,,
42626,SOF1809,Soffit 1800 X 900 X 4.5,Each,,,,,,17.1818,SOFFIT,,
42627,SOF24075,Soffit 2400 X 750 X 4.5,Each,,,,,,18.27,SOFFIT,,
42628,SOF2409,Soffit 2400 X 900 X 4.5,Each,,,,,,14.5091,SOFFIT,,
42629,WB4200250,Weatherboard Rusticated 4200 X 205,shts,,,,,,14.6182,Bunnings,,
42630,L27100,Lintel Ingal 100 X 100 - 2700mm,Each,,,,,,73.5909,Bunnings,,
42631,PLY2409,Plywood Bracing 2440 X 900 X 4mm,shts,,,,,,12.6818,TIMBER FRAME,,
42632,DECKPINE9020,Treated Pine 90 X 20 Decking Material,lm,,,,,,2.3636,TIMBER FRAME,,
42633,FLR3,Flooring Yellow Tongue 3600 X 900 X 19,shts,,,,,,39.4636,TIMBER FRAME,,
42634,LOSPGMP10,Pine Structural Framesure 70 X 35 MGP10 LOSP H2,lm,,,,,,2.4636,TIMBER FRAME,,
42635,LOSPMGP121,Pine Structural Framesure 70 X 35 MGP12 LOSP,lm,,,,,,2.8091,TIMBER FRAME,,
42636,SITEWKS3,Travel to Site,hours,,,,,,129.1,,,
42637,IFRI,Inspection Frame - Ipswich,Each,,,,,,95.4545,Fluid Building Approvals,,
42638,BOSI,Build Over Sewer - Ipswich,Each,,,,,,125,Fluid Building Approvals,,
42639,NT1525W,Decina Novara Bath 1525mm (Tile Bead),each,412,Novara - Decina,107,White Gloss - Plumbing Fitoff Gear,113,204.9182,Harvey Norman Commercial QLD,Decina - Island Bath,
42640,NT1665W,Decina Novara Bath 1665mm (Tile Bead - only use when shower over bath),each,412,Novara - Decina,107,White Gloss - Plumbing Fitoff Gear,113,220.1,Harvey Norman Commercial QLD,Decina - Island Bath,
42641,PLED,Elevated Drainage,Each,,,,,,290,PLUMBER,,
42642,POST10010042500,100 X 100 X 4 2500mm Steel Post,leng,,,,,,105.1909,Harvey's Mechanical & Welding Services Pty Ltd,,
42643,PLEI,Fit Off Insinkerator,Each,,,,,,47,PLUMBER,,
42644,CBTRAVEL,Depot Travelling Charge,hr/tru,,,,,,45,Harvey's Mechanical & Welding Services Pty Ltd,,
42645,PLSW,Plumbing Stack Work as Required,Each,,,,,,752,PLUMBER,,
42646,PLESHW,Rough In Solar Hot Water,Each,,,,,,263,PLUMBER,,
42647,PLESB,Fit Off Spa Bath,Each,,,,,,158,PLUMBER,,
42648,MS2427,Mirror Sliders 2400 X 2700,Each,172,Mirror Vinyl Sliders - Civic,,,,592,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
42649,MS2430,Mirror Sliders 2400 X 3000,Each,172,Mirror Vinyl Sliders - Civic,,,,646,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
42650,MS2436,Mirror Sliders 2400 X 3600,Each,172,Mirror Vinyl Sliders - Civic,,,,698,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
42651,BNHG12120,Bolt & Nut Hex Galv M12 X 120 each,Each,,,,,,1.6727,Finlaysons Timber & Hardware Pty Ltd,,
42652,BCG12120,Bolt & Nut Cup Galv M12 X 120 each,Each,,,,,,1.4364,Finlaysons Timber & Hardware Pty Ltd,,
42653,SW50123,Washer Square 50 X 50 X 3 M12,Each,,,,,,0.3727,Finlaysons Timber & Hardware Pty Ltd,,
42654,NC63100,Nail Concrete 63mm Box100,Each,,,,,,9.1,Finlaysons Timber & Hardware Pty Ltd,,
42655,W12G,Washer M12 Galv,Each,,,,,,0.7364,Finlaysons Timber & Hardware Pty Ltd,,
42656,NUT12G,Nut M12 Galv,Each,,,,,,0.3182,Finlaysons Timber & Hardware Pty Ltd,,
42657,50TONCRANE,50t Crane,hours,,,,,,275,Cross Cranes,,
42658,30TONCRANE,30t Crane,hours,,,,,,225,Cross Cranes,,
42659,25TONCRANE,25t Crane,hours,,,,,,150,Cross Cranes,,
42660,20TONCRANE,20t Crane,hours,,,,,,160,Cross Cranes,,
42661,DOGNAMRIGG,Dogman/Rigger,hours,,,,,,90,Cross Cranes,,
42662,OVERTIME,Overtime,hours,,,,,,35,Cross Cranes,,
42663,TF,Test Fee,Each,,,,,,,,,
42664,WRSI,Wiring of RCD and Stove Isolat,Each,,,,,,,,,
42665,EMWC,"Earthing, Metering, Wiring, Circuit Breakers + isolator",Each,,,,,,,,,
42666,EUCNE,Extra Underground Cable no excav,lm,,,,,,,,,
42667,WHW,Wiring of Hot Water System Gas (includes waterproof single p/point),Each,,,,,,,,,
42668,MSP,Meterbox Single Phase (Includes Temp Power Kit),Each,,,,,,676,TL Electrical,,
42669,RB600,Raiser bracket 600 plus POA Box,Each,,,,,,,,,
42670,TPS,Termporary Power to Site,Each,,,,,,,,,
42671,UP,Underground Power 20m (Single Phase),Each,,,,,,720,TL Electrical,,
42672,WWOHP,Wiring of Wall oven and Hot Plate,Each,,,,,,,,,
42673,RISTDHOUSE,Rough In Standard House,Each,,,,,,,,,
42674,PT,Touch Ups,Sqm,,,,,,3.5,PAINTER,,Paint
42675,PSDA,Seal Decking Area,Sqm,,,,,,20,PAINTER,,Paint
42676,PIB,Painter to Paint Internal Ballustrade,lm,,,,,,40,PAINTER,,Paint
42677,PPS,Painting to Privacy Screens,Sqm,,,,,,50,PAINTER,,Paint
42678,STRINGFLRORRAKE,Extra Charge for string up floor or rake,Sqm,,,,,,1,Austral Insulation,,
42679,HOUSECLEAN,House clean Full house clean including windows after fit-offs (excludes garage). Includes Removal of Manufactures Stickers and adhesion from Appliances,Sqm,,,,,,2.8,A1 Builders Finals Services Group,,
42680,DLCC,"Covercrete Complete - (Supply, Prep, Steel, Pour)",Sqm,,,,,,46.5,Riki's Resealing,,Driveway
42681,TV2POINTS,Antenna for up to 3 pre-wired points,Each,,,,,,175,,,
42682,L9100,Lintel Ingal 100 X 100 - 900mm,Each,,,,,,24.5454,Bunnings,,
42683,ENGDP,Engineer Design And plans As per quote,Each,,,,,,1,ENGINEER,,
42684,DELFEE2,Delivery Fee - Brisbane,Each,,,,,,130,Ausreo Pty Ltd,,
42685,2METRELONG,D Bar 12 X 2000mm D500N,Each,,,,,,2.4636,Ausreo Pty Ltd,,
42686,TILEPLASFLRCOV,Plastic Floor Covering,Sqm,,,,,,1,Alex Wang Pty Ltd,,Main Floors
42687,FRAMETIMBQTE,Frame Timber Quote,Each,,,,,,1,Bunnings,,
42688,SCHR,Site clean hourly rate as directed(includes Truck),Each,,,,,,90,Tekna Site,,
42689,VDRE,Vanity Drawers Per Set,sets,,,,,,84,Tekna Kitchen Material,,
42690,TM312,Trench Mesh 3-TM 12 6000 X 200mm D500L,Each,,,,,,34,Ausreo Pty Ltd,,
42691,BCCSEW,Brisbane City Council Sewerage Search,Each,,,,,,15,SEARCHES,,
42692,IPS1,Ipswich Planning Search,Each,,,,,,90,SEARCHES,,
42693,8282,Logan City Council Sewerage Search,Each,,,,,,29,SEARCHES,,
42694,RCSS,Redlands City Sewerage Search,Each,,,,,,31,SEARCHES,,
42695,IRS,Ipswich Rates search,Each,,,,,,90,SEARCHES,,
42696,ISS,Ipswich sewerage Search,Each,,,,,,90,SEARCHES,,
42697,SEASOLFEE,Solictor Fee,Each,,,,,,1,SEARCHES,,
42698,LAND1,Land Depoist,Each,,,,,,500,LAND,,
42699,PED,Painting to External Decking,Sqm,,,,,,10,PAINTER,,Paint
42700,SCAD,Site clean as directed for complete package 3 x site visits (includes Allowance for Tip Fees),Each,,,,,,1200,Tekna Site,,
42701,TSP,Turf - Site prep,Sqm,,,,,,4,LANDSCAPING,,Turf
42702,TPTS,Turf - Pre turf soil,Sqm,,,,,,4,LANDSCAPING,,Turf
42703,TSL,Turf - Supply and Lay,Sqm,,,,,,17.5,Joii Landscaping,,Turf
42704,RP,River Pebble,Sqm,,,,,,24,Joii Landscaping,,Gravel to side of house
42705,LFG,Feature Gardens,Sqm,,,,,,96,LANDSCAPING,,Garden
42707,TILEQUOTE,Tiles as per Quote,Each,,,,,,1,NATIONAL TILES CO PTY LTD,,Main Floors
42708,TERMBOX30,Termination Box 1 X 30amp (Single Phase),Each,,,,,,,,,
42709,TERMBOXUPTO15,Termination Box up to 15AMP (Single Phase),Each,,,,,,,,,
42710,TERMBOX20,Termination Box 1 X 20amp (Single Phase),Each,,,,,,,,,
42711,DCCON,Data Communication Conduit,Each,,,,,,,,,
42712,INTSTAIRS,Internal stairs as per quote,Each,,,,,,1,Queensland Stairs (RALSAD),,
42713,PATIOEXEL,Patio as per quote,Each,,,,,,1,PATIO,,
42714,SOF5038,Rough Sawn Pine 50 X 38,lm,,,,,,1.361,Bunnings,,
42715,R12TMZCAGE300,R12TM Z Cage 300 Deep,Each,,,,,,95.4273,Ausreo Pty Ltd,,
42716,PCW,Spray & backroll ceiling and seal wall sheets,Sqm,,,,,,6,PAINTER,,Paint
42717,SEWQUOTE,Sewage Treatment Systems as per Quote,Each,,,,,,1,SEWAGE SYSTEMS,,
42718,SJSEARCHES,Professional searches as required,Each,,,,,,1,LEGAL,,
42719,WSHEEBLE,Heeble for Shower Hob (same for Every Shower),Each,,,,,,25,Wayke Waterproofing. Ware,,
42720,VSST,Vanity with (no Top) (excludes vanity basin ) - soft close,lm,,,,,,726,Tekna Kitchen Material,,
42721,PLESH,Extra Shower (complete),Each,,,,,,93,PLUMBER,,
42722,PLEHC,Extra Hose Cocks,Each,,,,,,35,PLUMBER,,
42723,PLEFG,Extra Field Gullies,Each,,,,,,115.5,PLUMBER,,
42724,PLEVB,Extra Vanity Basin,Each,,,,,,99,PLUMBER,,
42725,PLEBS,Extra Bar Sink,Each,,,,,,128,PLUMBER,,
42726,PLES,Extra Sink,Each,,,,,,128,PLUMBER,,
42727,PLEB,Extra Bath,Each,,,,,,128,PLUMBER,,
42728,PLELT,Extra Laundry Tub,Each,,,,,,93,PLUMBER,,
42729,PLEWC,Extra Toilet,Each,,,,,,106,PLUMBER,,
42730,CONSU,Prep and Sand Up,Sqm,,,,,,6,CONCRETOR,,
42731,CLF1,Carpenter Labour Straighten Frame,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,1.5,Tekna Carpentry,,
42732,CEH25,Carpenter Extra Height 2550 Ceiling,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,0.5,Tekna Carpentry,,
42733,CEH27,Carpenter Extra Height 2740 Ceiling,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,1,Tekna Carpentry,,External Variation
42734,CET,Carpenter Extra Tiedown (Tin Roof),Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,2.5,Tekna Carpentry,,
42735,CSLLS,Carpenter Soffit Labour,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,6,Tekna Carpentry,,
42736,CSL,Carpenter Sarking Labour,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,1,Tekna Carpentry,,
42737,14TFRANNA,14 T Franna Crane,hours,,,,,,110,Cross Cranes,,
42738,CSLH,Carpenter Additional Soffit Labour,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,2,Tekna Carpentry,,
42739,CARACSS,Carpenter Axon / Cement sheet with strips,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,21,Tekna Carpentry,,
42740,CFLLO,Carpenter Fixout Labour,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,8,Tekna Carpentry,,
42741,CFLH,Carpenter Additional Fixout Labour,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,1,Tekna Carpentry,,
42742,CFLH1,Carpenter Additional Frame Labour,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,4,Tekna Carpentry,,
42743,CARBJD,"Carpenter Bearers, Joists & Deck Labour",Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,35,Tekna Carpentry,,
42744,CARBJF,"Carpenter Bearers, Joists & Flooring Labour",Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,18,Tekna Carpentry,,
42745,CARWB,Carpenter Weather Board Labour,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,35,Tekna Carpentry,,
42746,CARBB,Carpenter Blue Board Labour,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,23,Tekna Carpentry,,
42747,18TFRANNA,18 T Franna Crane,hours,,,,,,140,Cross Cranes,,
42748,CLW,Carpenter Labour to install windows,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,1.5,Tekna Carpentry,,
42749,CARPEXTRA,Carpenter Additional Labour,hours,,,164,Colour Not Required - Plumbing Fitoff Gear,113,30,Tekna Carpentry,,
42750,PLET,Extra Taps,Each,,,,,,47,PLUMBER,,
42751,ACRYLICLOW,Acrylic Render,Sqm,,,,,,38,RENDER,,
42752,RWH10,200 X 75 Hwd Post and Pine Backs Retaining 1000 High,lm,,,,,,306,Joii Landscaping,,
42753,RWH8,200 X 75 Hwd Post and Pine Backs Retaining 800 High,lm,,,,,,246,Joii Landscaping,,
42754,RWH6,200 X 75 Hwd Post and Pine Backs Retaining 600 High,lm,,,,,,192,Joii Landscaping,,
42755,RWH4,200 X 75 Hwd Post and Pine Backs Retaining 400 High,lm,,,,,,126,Joii Landscaping,,
42756,RWH2,200 X 75 Hwd Post and Pine Backs Retaining 200 High,lm,,,,,,40,RETAINING WALL,,
42757,CNRBARY16,Corner Bar 16 X 700 X 700 D500N,Each,,,,,,5.0182,Ausreo Pty Ltd,,
42758,DBARY162400,D Bar 16 X 2400mm D500N,Each,,,,,,5.2364,Ausreo Pty Ltd,,
42759,STR12X2000,Starter 12 X 2000mm D500N,Each,,,,,,2.3818,Ausreo Pty Ltd,,
42760,PROJKEY,Project Keying Charge per Cylinder,Each,,,,,,5.7636,Pre Hung Doors (PHD),,
42761,POWPOLUG,Temporary Power Pole Installation Cost Underground 40AMP,Each,,,,,,150,TEMPORARY POWER,,
42762,POWERPOLEHIRE,Temporary Power Pole Hire Cost,Each,,,,,,2.1364,TEMPORARY POWER,,
42763,EXTWCF,External Wall Cladding and Flashings,Each,,,,,,1,Joii Roofing,,
42764,AUSMINCART,Austral Minimum Cartage,/1000,,,,,,45,Austral - Rochedale,,
42765,FQ,Fence as per quote,Each,,,,,,1,FENCING,,Fence
42766,SECQUOTED,Security Screens as per Quote,Each,,,,,,1,Lovering Installations QLD,,
42767,PLRBH,Rock Breaker Hire,hours,,,,,,128,PLUMBER,,
42768,SEDBARGRAV,Supply and Install Sediment Barrier and Gravel Entry,Each,,,,,,500,Sediment Erosion Control Services,,
42769,BESSCART,Cartage,tonne,,,,,,16.2,Austral - Rochedale,,
42770,CONEXTRA,Concretor Extras,hours,,,,,,30,CONCRETOR,,
42771,POST2.5,50 X 50 RHS Galvinised Post 2.5m & Under (with Corner Bracket),Each,,,,,,78.363,Harvey's Mechanical & Welding Services Pty Ltd,,
42772,HR,House Removal,POA,,,,,,1,DEMOLITION,,
42773,TIPF,Tip Fees,Each,,,,,,600,Tekna Site,,
42774,SHOWERQUOTE,Shower Screens as per Quote,Each,,,,,,1,Civic Shower Screens & Wardrobes,,
42775,WARDROBEQUOTE,Wardrobe Sliders as per Quote,Each,,,,,,1,Civic Shower Screens & Wardrobes,,
42776,DECKSTD8619,Spotted Gum 86 X 19 Decking Material,lm,,,,,,4.3091,TIMBER FRAME,,
42777,SKIP12MTR,12 Cubic Metre Skip,Each,,,,,,615,Tekna Site,,
42778,DNRREG,Registered Plan - copy,Each,,,,,,11,Fluid Building Approvals,,
42779,PCA,Painting to patios and porches,Sqm,,,,,,20,MI Painting and Decorating Services Marko Lvanovic,,Paint
42780,PUSE,Internal Walls and Soffits Additional Charge Two Storey,Sqm,,,,,,2,PAINTER,,Paint
42781,P2.5,Painting of Internal walls 2.5 High,Sqm,,,,,,1,PAINTER,,Paint
42782,ADS,Alldrott Services,Each,,,,,,145,,,
42783,MOD1800W,Decina Modena Bath,Each,414,Modena - Decina,107,White Gloss - Plumbing Fitoff Gear,113,750,Harvey Norman Commercial QLD,Decina - Inset Bath,
42784,SOF2406,Soffit 2400 X 600 X 4.5,Each,,,,,,14.64,Bunnings,,
42785,TM38,Trench Mesh 3-TM 8 6000 X 200mm D500L,Each,,,,,,16,Ausreo Pty Ltd,,
42786,TM311,Trench Mesh 3-TM 11 6000 X 200mm D500L,Each,,,,,,27.2,Ausreo Pty Ltd,,
42787,TM411,Trench Mesh 4-TM 11 6000 X 300mm D500L,Each,,,,,,28.4545,Ausreo Pty Ltd,,
42788,TM48,Trench Mesh 4-TM 8 6000 X 300mm D500L,Each,,,,,,11.7,Ausreo Pty Ltd,,
42789,RODG244012,Rod Cyclone Galv M12 X 2440,Each,,,,,,7.1364,Finlaysons Timber & Hardware Pty Ltd,,
42790,RODG270012,Rod Cyclone Galv M12 X 2700,Each,,,,,,5.8091,Finlaysons Timber & Hardware Pty Ltd,,
42791,RODG300012,Rod Cyclone Galv M12 X 3000,Each,,,,,,7.2091,HARDWARE,,
42792,PLY3012,Plywood Bracing 3050 X 1200 X 4mm,shts,,,,,,27.9545,TIMBER FRAME,,
42793,PLY3009,Plywood Bracing 3050 X 900 X 4mm,shts,,,,,,20.8273,TIMBER FRAME,,
42794,SKIP15CUM,15 Cubic Metre Skip,Each,,,,,,1241,Tekna Site,,
42795,SKIP23CUM,23 Cubic Metre Skip,Each,,,,,,1000,Tekna Site,,
42796,SKIP2MTR,2 Cubic Metre Skip,Each,,,,,,150,Tekna Site,,
42797,SKIP4MTR,4 Cubic Metre Skip,Each,,,,,,399,Tekna Site,,
42798,UP3,Underground Power 20m (Three Phase),Each,,,,,,,,,
42799,M3P,Meterbox Three Phase (Includes Temp Power Kit),Each,,,,,,,,,
42800,TER,Terination Box up to 30 AMP (Three Phase),Each,,,,,,,,,
42801,STQ,Assorted Steel Beams and Posts as per quote,Each,,,,,,1,Harvey's Mechanical & Welding Services Pty Ltd,,
42802,UNI,"Uni Commons - Suitable for Render, Bag",/1000,,,,,,537,Austral - Rochedale,,
42803,CFLL,Carpenter Frame Labour,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,27,Tekna Carpentry,,
42804,WATER,Water as per Quote,Each,,,,,,1,WATER,,
42805,WSASPERLIST,Dial a Joint as per list,Each,,,,,,1,Wayke Waterproofing. Ware,,
42806,IDLCOILA,Wire Tie 1.60mm Ann Recoiled 1.42kg,coil,,,,,,3.9364,Ausreo Pty Ltd,,
42807,RENQUOTE,Solid Render as quoted,Sqm,,,,,,1,RENDER,,
42808,WPFBLWALL,Waterproof Block Wall,Sqm,,,,,,35,Wayke Waterproofing. Ware,,
42809,PROTBRD,Supply Protection Board,Each,,,,,,5,Wayke Waterproofing. Ware,,
42810,COLCONSQUOTE,Colour Consultant as per Quote,Each,,,,,,1,COLOUR CONSULTANT,,
42811,PID,Seal And Prime Internal Doors,Each,,,,,,40,PAINTER,,Paint
42812,PCC,Colour Change Charge,Each,,,,,,50,PAINTER,,Paint
42813,71C4510,Everhard Classic Laundry 45L Stainless Steel Bowl and White Metal Cabinet 600 X 500 X 872mm,Each,365,Classic - Everhard,104,White - Plumbing Fitoff Gear,113,227.9545,Harvey Norman Commercial QLD,Everhard - Stand Alone Tub,
42814,HTEX2412,Hume Puma Sheet 2440 X 1200 X 7.5mm (melbourne),shts,,,,,,29.6364,Bunnings,,
42815,D/BSC,Deadbolt for Double Doors Satin Chrome,pairs,,,,,,75,Pre Hung Doors (PHD),,
42816,ADST,Drott Travel To Site,Each,,,,,,142,,,
42817,FGN1800,1800 High Good Neighbour Capped,lm,,,,,,101.5,Joii Landscaping,,Fence
42818,HPLNEWPORT,Hardiplank Primeline Newport 4200 X 170,Each,,,,,,26.3091,Bunnings,,
42819,RETLC,Returned Load Charge,Each,,,,,,85,ReadyMix Concrete (Was Excel Concrete Pty Ltd),,
42820,KITP,Kitchen Pantry - soft close,lm,,,,,,990,Tekna Kitchen Material,,
42821,ALFM106,Mirror Alum Framed 1000 X 600,Each,152,Aluminum Frame - Mirror,,,,95,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42822,ALFM109,Mirror Alum Framed 1000 X 900,Each,152,Aluminum Frame - Mirror,,,,119,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42823,ALFM1010,Mirror Alum Framed 1000 X 1000,Each,152,Aluminum Frame - Mirror,,,,130,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42824,ALFM1012,Mirror Alum Framed 1000 X 1200,Each,152,Aluminum Frame - Mirror,,,,130,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42825,ALFM1014,Mirror Alum Framed 1000 X 1400,Each,152,Aluminum Frame - Mirror,,,,144,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42826,ALFM1016,Mirror Alum Framed 1000 X 1600,Each,152,Aluminum Frame - Mirror,,,,174,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42827,ALFM1018,Mirror Alum Framed 1000 X 1800,Each,152,Aluminum Frame - Mirror,,,,226,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42828,ALFM1021,Mirror Alum Framed 1000 X 2100,Each,152,Aluminum Frame - Mirror,,,,226,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42829,ALFM1024,Mirror Alum Framed 1000 X 2400,Each,152,Aluminum Frame - Mirror,,,,240,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42830,ALFM1027,Mirror Alum Framed 1000 X 2700,Each,152,Aluminum Frame - Mirror,,,,286,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42831,ALFM126,Mirror Alum Framed 1200 X 600,Each,152,Aluminum Frame - Mirror,,,,62,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42832,ALFM129,Mirror Alum Framed 1200 X 900,Each,152,Aluminum Frame - Mirror,,,,71,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42833,ALFM1210,Mirror Alum Framed 1200 X 1000,Each,152,Aluminum Frame - Mirror,,,,74,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42834,KITCNRP,Kitchen Cnr Pantry - soft close,Each,,,,,,726,Aspect Joinery Pty Ltd,,
42835,KITPD,Kitchen Pot Drawer - soft close,Each,,,,,,56.1,Aspect Joinery Pty Ltd,,
42836,ALFM1212,Mirror Alum Framed 1200 X 1200,Each,152,Aluminum Frame - Mirror,,,,85,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42837,ALFM1214,Mirror Alum Framed 1200 X 1400,Each,152,Aluminum Frame - Mirror,,,,106,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42838,ALFM1216,Mirror Alum Framed 1200 X 1600,Each,152,Aluminum Frame - Mirror,,,,114,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42839,ALFM1218,Mirror Alum Framed 1200 X 1800,Each,152,Aluminum Frame - Mirror,,,,134,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42840,ALFM1221,Mirror Alum Framed 1200 X 2100,Each,152,Aluminum Frame - Mirror,,,,148,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42841,ALFM1224,Mirror Alum Framed 1200 X 2400,Each,152,Aluminum Frame - Mirror,,,,166,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42842,ALFM1227,Mirror Alum Framed 1200 X 2700,Each,152,Aluminum Frame - Mirror,,,,281,Civic Shower Screens & Wardrobes,Mirror - Alum Framed Mirror,
42843,PEM106,Mirror Polished Edge 1000 X 600,each,150,Polished Edge - Mirror,365,Default Colour - Default,113,71,Civic Shower Screens & Wardrobes,Mirror - Polished Edge Mirror,
