item_code,item_name,category,unit_of_measure,current_price,supplier_name,brand,notes,last_updated
VPQ,Vacuum System as Per Quote,General,Each,1.00,ALARMS,,,2025-11-03
FJPR3131,Radiata 31 X 31 Finger Jointed H3 Primed DAR,General,m,3.66,Bunnings,,,2025-11-03
FJPR4211,Radiata 42 X 11 Finger Jointed H3 Primed DAR,General,m,2.31,Bunnings,,,2025-11-03
HF14P100100,Hardwood F14 Post 100 X 100,Timber,m,17.05,TIMBER FRAME,,,2025-11-03
HF14P150150,Hardwood F14 Post 150 X 150,Timber,m,51.03,TIMBER FRAME,,,2025-11-03
FRPOL,Rail and Paling 1800 High Overlapped,General,m,96.50,Joii Landscaping,,Budget Zone: Fence,2025-11-03
FRPOANDC,Rail and Paling 1800 High Overlapped and Capped,General,m,90.00,FENCING,,Budget Zone: Fence,2025-11-03
SUF,One Sleeper Under Fence/Extended Post,Steel,m,25.00,FENCING,,Budget Zone: Fence,2025-11-03
FHS,Horizontal Hardwood Slats 90 X 19,Timber,m,234.00,Joii Landscaping,,Budget Zone: Fence,2025-11-03
PMAD101GRP,Corinthian Madison PMAD101 2040 X 820 Glazed Rice Paper,Madison - Corinthian,Each,247.20,Pre Hung Doors,Corinthian - 820 Front Door,Brand: Corinthian - 820 Front Door | Model: 820 Front Door,2025-11-03
PMAD104GRP,Corinthian Madison PMAD104 2040 X 820 Glazed Rice Paper,Madison - Corinthian,Each,359.40,Pre Hung Doors,Corinthian - 820 Front Door,Brand: Corinthian - 820 Front Door | Model: 820 Front Door,2025-11-03
HF14P200200,Hardwood F14 Post 200 X 200,Timber,m,82.60,TIMBER FRAME,,,2025-11-03
FLYQTE,Fly Screen as per Quote,General,Each,1.00,Lovering Installations QLD,,,2025-11-03
SEDBAR20,Supply and Install Sediment Barrier upto 30LM,General,Each,200.00,SEDIMENT CONTROL,,,2025-11-03
BL100/200BLK,100/200 series blockwork,General,Each,6.00,BRICKLAYER,,,2025-11-03
DMQTE,Decorative Mouldings as per Quote,General,Each,1.00,DECORATIVE MOULDINGS,,,2025-11-03
WS99F,Wet Seal Front Only 900 X 900,General,Each,299.00,Wayke Waterproofing,,,2025-11-03
WS1210F,Wet Seal Front Only 1200 X 1000,General,Each,334.00,Wayke Waterproofing,,,2025-11-03
WS1010F,Wet Seal Front Only 1000 X 1000,General,Each,320.00,Wayke Waterproofing,,,2025-11-03
WS1310F,Wet Seal Front Only 1300 X 1000,General,Each,341.00,Wayke Waterproofing,,,2025-11-03
WS1410F,Wet Seal Front Only 1400 X 1000,General,Each,348.00,Wayke Waterproofing,,,2025-11-03
BNCG12100BOX,Bolt & Nut Cup Galv 12 X 100mm P/25,General,Box,19.94,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
BNCG12120BOX,Bolt & Nut Cup Galv 12 X 120mm P/25,General,Box,22.87,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
BNCG12140BOX,Bolt & Nut Cup Galv 12 X 140mm P/25,General,Box,24.61,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
BNCG12180BOX,Bolt & Nut Cup Galv 12 X 180mm P/25,General,Box,35.91,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
SP30301.0,Strapping Punched 30m x 30mm x 1.0mm,General,Each,33.48,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
SDP9218LOSP,Square Dressed Pine 92 X 18 LOSP,Timber,m,3.66,Pre Hung Doors,,,2025-11-03
SDP11218,FJDAR Dressed Pine 112 X 18 Primed,Timber,m,5.06,Pre Hung Doors,,,2025-11-03
CSES2462090,Cavity Slider 2040 X 620 X 90mm Ezi-Slide,General,Each,72.21,Pre Hung Doors,,,2025-11-03
CSES2472090,Cavity Slider 2040 X 720 X 90mm Ezi-Slide,General,Each,72.21,Pre Hung Doors,,,2025-11-03
CSES2477090,Cavity Slider 2040 X 770 X 90mm Ezi-Slide,General,Each,72.21,Pre Hung Doors,,,2025-11-03
CSES2482090,Cavity Slider 2040 X 820 X 90mm Ezi-Slide,General,Each,72.21,Pre Hung Doors,,,2025-11-03
DSRPRP5C,Door Seal Raven P/P 915mm Weather strip clear RP5C,Doors & Windows,Each,8.40,Pre Hung Doors,,,2025-11-03
DSRPRP3C,Door Seal Raven P/P 915mm Auto Weather Clear RP3C,Doors & Windows,Each,14.08,Pre Hung Doors,,,2025-11-03
FJPR1818,Radiata 18 X 18 Finger Jointed H3 Primed DAR,General,m,1.23,Bunnings,,,2025-11-03
FJPR3118,Radiata 31 X 18 Finger Jointed H3 Primed DAR,General,m,2.52,Bunnings,,,2025-11-03
JAMB16331,Radiata 163 X 31 Jamb Finger Jointed H3 Primed DAR Single Rebated,General,m,9.81,,,,2025-11-03
VUES24604.5,Vented Under Eaves Sheets 2400 X 600 X 4.5 Single Vent,General,Each,21.95,SOFFIT,,,2025-11-03
VUES24604.5D,Vented Under Eave Sheets 2400 X 600 X 4.5 Double Vent,General,Each,21.95,SOFFIT,,,2025-11-03
VUES24754.5SV,Vented Under Eaves Sheets 2400 X 750 X 4.5 Single Vent,General,Each,27.44,SOFFIT,,,2025-11-03
VUES24754.5DV,Vented Under Eaves Sheets 2400 X 750 X 4.5 Double Vent,General,Each,27.44,SOFFIT,,,2025-11-03
MA244.5E,Moulding Angle 2400 X 4.5mm External,General,Each,3.10,SOFFIT,,,2025-11-03
MA304.5E,Moulding Angle 3000 X 4.5mm External,General,Each,3.91,SOFFIT,,,2025-11-03
MA246E,Moulding Angle 2400 X 6mm External,General,Each,4.89,SOFFIT,,,2025-11-03
MA306E,Moulding Angle 3000 X 6mm External,General,Each,6.13,SOFFIT,,,2025-11-03
MGP107045,Pine 70 X 45 MGP10,Timber,m,2.70,TIMBER FRAME,,,2025-11-03
MGP109045,Pine 90 X 45 MGP10,Timber,m,3.43,TIMBER FRAME,,,2025-11-03
MGP107035LOSP,Pine Structural Framesure 70 X 35 MGP10 LOSP H2 Red,Timber,m,1.98,TIMBER FRAME,,,2025-11-03
MGP109035LOSP,Pine Structural Framesure 90 X 35 MGP10 LOSP H2 Red,Timber,m,2.37,TIMBER FRAME,,,2025-11-03
MGP109035LOSPH2,Pine Structural 90 X 35 MGP10 LOSP H2,Timber,m,2.28,TIMBER FRAME,,,2025-11-03
MGP107045LOSP,Pine Structural Framesure 70 X 45 MGP10 LOSP H2 Red,Timber,m,2.74,TIMBER FRAME,,,2025-11-03
MGP107045LOSPH2,Pine Structural 70 X 45 MGP10 LOSP H2,Timber,m,2.84,TIMBER FRAME,,,2025-11-03
MGP109045LOSP,Pine Structural Framesure 90 X 45 MGP10 LOSP H2 Red,Timber,m,3.63,TIMBER FRAME,,,2025-11-03
MGP109045LOSPH2,Pine Structural 90 X 45 MGP10 LOSP H2,Timber,m,3.58,TIMBER FRAME,,,2025-11-03
MGP107035PT,Pine Terminator 70 X 35 MGP10 H2F Termite Treated Framing,Timber,m,1.55,TIMBER FRAME,,,2025-11-03
MGP109035PT,Pine Terminator 90 X 35 MGP10 H2F Termite Treated Framing,Timber,m,1.88,TIMBER FRAME,,,2025-11-03
MGP107045PT,Pine Terminator 70 X 45 MGP10 H2F Termite Treated Framing,Timber,m,2.45,TIMBER FRAME,,,2025-11-03
MGP109045PT,Pine Terminator 90 X 45 MGP10 H2F Termite Treated Framing,Timber,m,3.22,TIMBER FRAME,,,2025-11-03
MGP107035B,Pine Structural Framesure 70 X 35 MGP10 H2-F Blue,Timber,m,1.73,TIMBER FRAME,,,2025-11-03
MGP109035B,Pine Structural Framesure 90 X 35 MGP10 H2-F Blue,Timber,m,1.99,TIMBER FRAME,,,2025-11-03
MGP107045B,Pine Structural Framesure 70 X 45 MGP10 H2-F Blue,Timber,m,2.45,TIMBER FRAME,,,2025-11-03
MGP109045B,Pine Structural Framesure 90 X 45 MGP10 H2-F Blue,Timber,m,3.10,TIMBER FRAME,,,2025-11-03
MGP107035T,Pine Structural Dipped Framing 70 X 35 MGP10 T2,Timber,m,1.50,TIMBER FRAME,,,2025-11-03
MGP107045T,Pine Structural Dipped Framing 70 X 45 MGP10 T2,Timber,m,2.45,TIMBER FRAME,,,2025-11-03
MGP109045T,Pine Structural Dipped Framing 90 X 45 MGP10 T2,Timber,m,3.08,TIMBER FRAME,,,2025-11-03
MGP127035LOSP,Pine Structural 70 X 35 MGP12 LOSP H2,Timber,m,2.46,TIMBER FRAME,,,2025-11-03
MGP129035LOSP,Pine Structural Framesure 90 X 35 MGP12 LOSP,Timber,m,2.67,TIMBER FRAME,,,2025-11-03
MGP129035LOSPH2,Pine Structural 90 X 35 MGP12 LOSP H2,Timber,m,2.67,TIMBER FRAME,,,2025-11-03
MGP127045LSOP,Pine Structural Framesure 70 X 45 MGP12 LOSP,Timber,m,3.37,TIMBER FRAME,,,2025-11-03
MGP12LOSPH2,Pine Structural 70 X 45 MGP12 LOSP H2,Timber,m,3.36,TIMBER FRAME,,,2025-11-03
MGP129045LOSP,Pine Structural Framesure 90 X 45 MGP12 LOSP,Timber,m,4.15,TIMBER FRAME,,,2025-11-03
MGP129045LOSPH2,Pine Structural 90 X 45 MGP12 LOSP H2,Timber,m,4.15,TIMBER FRAME,,,2025-11-03
MGP127035PT,Pine Terminator 70 X 35 MGP12 H2F Termite Treated Framing,Timber,m,2.01,TIMBER FRAME,,,2025-11-03
MGP129035PT,Pine Terminator 90 X 35 MGP12 H2F Termite Treated Framing,Timber,m,2.30,TIMBER FRAME,,,2025-11-03
MGP127045PT,Pine Terminator 70 X 45 MGP12 H2F Termite Treated Framing,Timber,m,2.76,TIMBER FRAME,,,2025-11-03
MGP129045PT,Pine Terminator 90 X 45 MGP12 H2F Termite Treated Framing,Timber,m,3.54,TIMBER FRAME,,,2025-11-03
MGP127035B,Pine Structural Framesure 70 X 35 MGP12 Blue,Timber,m,2.25,TIMBER FRAME,,,2025-11-03
MGP129035B,Pine Structural Framesure 90 X 35 MGP12 Blue,Timber,m,2.30,TIMBER FRAME,,,2025-11-03
MGP127045B,Pine Structural Framesure 70 X 45 MGP12 Blue,Timber,m,3.05,TIMBER FRAME,,,2025-11-03
MGP129045B,Pine Structural Framesure 90 X 45 MGP12 Blue,Timber,m,3.67,TIMBER FRAME,,,2025-11-03
MGP127035T,Pine Structural 70 X 35 MGP12 Dipped Framing T2,Timber,m,2.07,TIMBER FRAME,,,2025-11-03
MGP129035T,Pine Structural 90 X 35 MGP12 Dipped Framing T2,Timber,m,2.50,TIMBER FRAME,,,2025-11-03
MGP127045T,Pine Structural 70 X 45 MGP12 Dipped Framing T2,Timber,m,2.76,TIMBER FRAME,,,2025-11-03
MGP129045T,Pine Structural 90 X 45 MGP12 Dipped Framing T2,Timber,m,3.54,TIMBER FRAME,,,2025-11-03
PLY2409F27,Plywood Bracing 2440 X 900 X 4mm F27,Timber,Shts,12.82,TIMBER FRAME,,,2025-11-03
PLY24094.5F14,Plywood Bracing 2400 X 900 X 4.5mm F14,Timber,Shts,15.46,TIMBER FRAME,,,2025-11-03
PLY24097F14,Plywood Bracing 2400 X 900 X 7mm F14 Pine,Timber,Shts,20.73,TIMBER FRAME,,,2025-11-03
PLY24124F27,Plywood Bracing 2440 X 1200 X 4mm F27,Timber,Shts,16.74,TIMBER FRAME,,,2025-11-03
PLY24124.5F14,Plywood Bracing 2440 X 1200 X 4.5mm F14,Timber,Shts,18.95,TIMBER FRAME,,,2025-11-03
PLY2440127F14,Plywood Bracing 2440 X 1200 X 7mm F14,Timber,Shts,25.66,TIMBER FRAME,,,2025-11-03
PLY274509F27,Plywood Bracing 2745 X 900 X 400 F27,Timber,Shts,15.31,TIMBER FRAME,,,2025-11-03
PLY2745124F27,Plywood Bracing 2745 X 1200 X 4mm F27,Timber,Shts,20.37,TIMBER FRAME,,,2025-11-03
PLY30094F27,Plywood Bracing 3050 X 900 X 4mm F27,Timber,Shts,17.87,TIMBER FRAME,,,2025-11-03
PLY30124,Plywood Bracing 3050 X 1200 X 4mm,Timber,Shts,23.79,TIMBER FRAME,,,2025-11-03
PBF36922R,PART BRD-TERMIFLOR RED TNG 3600X900X22MM (3.24SQM),General,Shts,50.74,TIMBER FRAME,,,2025-11-03
PBF36919T,PART BRD-TERMIFLOR YLW TNG 3600X900X19MM (3.24SQM),General,Shts,35.82,TIMBER FRAME,,,2025-11-03
8423050,PINE POST-TTD LAMINATED 88X88 H3 DAR PRIMED,Timber,m,14.17,TIMBER FRAME,,,2025-11-03
LWB2600100,Linea Weatherboard 2600 X 100,General,Each,11.79,Bunnings,,,2025-11-03
WWGJ2745,Weathertex Weathergrove Joiner 2745mm,General,Each,5.41,Bunnings,,,2025-11-03
UCT1812,Underlay Ceramic Tile 1800 X 1200,Flooring,Shts,20.27,Bunnings,,,2025-11-03
LF85800,Lintel Ingal Flat 85 X 800mm,General,Each,17.41,Bunnings,,,2025-11-03
LF851000,Lintel Ingal Flat 85 X 1000mm,General,Each,21.75,Bunnings,,,2025-11-03
LF851100,Lintel Ingal Flat 85 X 1100mm,General,Each,23.92,Bunnings,,,2025-11-03
P3.0,Painting of Internal Walls 3.0 High,Finishes,m²,2.00,PAINTER,,Budget Zone: Paint,2025-11-03
TILERBF,Bedded Floors,Flooring,m²,55.00,Alex Wang Pty Ltd,,,2025-11-03
36BP,28-32 Metre Boom Pump,General,Hours,200.00,CONCRETE PUMPING,,,2025-11-03
38BP,38 Metre Boom Pump,General,Hours,160.00,CONCRETE PUMPING,,,2025-11-03
40BP,40 Metre Boom Pump,General,Hours,160.00,CONCRETE PUMPING,,,2025-11-03
WKWTS,442mm Wide Top Shelf White,General,m,48.00,Civic Shower Screens & Wardrobes,,,2025-11-03
CONDETSUR,Contour and Detail Survey - Including Subdivision Proposal Plan,General,Each,800.00,Survey Mark,,,2025-11-03
NATGRLEV,Natural Ground Level Determine Natural Ground Level as Opposed to Ground Level,General,Each,250.00,Survey Mark,,,2025-11-03
CONID,Identification,General,Each,1200.00,Survey Mark,,,2025-11-03
IHCERT,Initial Height Certificate,General,Each,250.00,Survey Mark,,,2025-11-03
DROTTHIRE,Drott Hire,Site Services,Hours,145.00,,,,2025-11-03
3TEXC,Excavator 3 Tonne,Site Works,Hours,125.00,MACHINERY,,,2025-11-03
4TEXC,Excavator 4 Tonne,Site Works,Hours,90.00,MACHINERY,,,2025-11-03
HPWO,Hot Plate and Wall Oven,General,Each,,,,NEEDS PRICING,2025-11-03
HPO,Hot Plate Only,General,Each,,,,NEEDS PRICING,2025-11-03
RANGHOOD,Range Hood,General,Each,,,,NEEDS PRICING,2025-11-03
URS,Upright Stove,General,Each,,,,NEEDS PRICING,2025-11-03
W3WAY,Wiring of 3 Way Switch,Electrical,Each,,,,NEEDS PRICING,2025-11-03
EPMSB,Eternity Plus Continuous Flow (M series) Bottle Gas Booster 20L/min - Preset,Gas Bottle - Chromagne,Each,500.00,Chromagen Australia Pty Ltd,Chromagne - HWS,Brand: Chromagne - HWS | Model: HWS | Colour: Default Colour - Default,2025-11-03
EPMSNG,Eternity Plus Continuous Flow (M Series) Natural Gas Booster 20L/min - Preset,Gas Natural - Chromagne,Each,500.00,Chromagen Australia Pty Ltd,Chromagne - HWS,Brand: Chromagne - HWS | Model: HWS | Colour: Default Colour - Default,2025-11-03
B2615,Continuous Flow Natural Gas Booster 26L/min - Preset,Gas Natural - Chromagne,Each,635.00,Chromagen Australia Pty Ltd,Chromagne - HWS,Brand: Chromagne - HWS | Model: HWS | Colour: Default Colour - Default,2025-11-03
BRICKQUOTE,Bricks as per Quote,General,/1000,1.00,Austral - Rochedale,,,2025-11-03
INTTPIN,Initial Town Planning Investigation and Critique of Design Plans,General,Each,700.00,Survey Mark,,,2025-11-03
TPAPP,Town Planning Application,General,Each,2750.00,Survey Mark,,,2025-11-03
CA1675W,Decina Carina Bath 1675mm White,Carina - Decina,Each,283.73,Harvey Norman Commercial QLD,Decina - Island Bath,Brand: Decina - Island Bath | Model: Island Bath | Colour: White - Plumbing Fitoff Gear,2025-11-03
CA1525W,Decina Carina Bath 1525mm White,Carina - Decina,Each,254.58,Harvey Norman Commercial QLD,Decina - Island Bath,Brand: Decina - Island Bath | Model: Island Bath | Colour: White - Plumbing Fitoff Gear,2025-11-03
WS1510,Wet Seal Square 1500 X 1000,General,Each,295.00,Wayke Waterproofing,,,2025-11-03
LIGHTQUOTE,Lighting as Per Quote,Electrical,Each,,,,NEEDS PRICING | Budget Zone: Light Fittings,2025-11-03
WS1110F,Wet Seal Front Only 1100 X 1000,General,Each,327.00,Wayke Waterproofing,,,2025-11-03
WS1510F,Wet Seal Front Only 1500 X 1000,General,Each,355.00,Wayke Waterproofing,,,2025-11-03
BILB1,Steel Metal insert For Brick work,Steel,1,22.81,Lovering Installations QLD,,,2025-11-03
ABTIES,Allowance for Brick ties,General,Each,0.10,BRICKLAYER,,,2025-11-03
AFLASHING,Allowance for Flashings (Dampcourse),Roofing,m,1.00,BRICKLAYER,,,2025-11-03
WS1110C,Wet Seal Cut Off Corner 1100 X 1000,Site Works,Each,267.00,Wayke Waterproofing,,,2025-11-03
WS1510C,Wet Seal Cut Off Corner 1500 X 1000,Site Works,Each,295.00,Wayke Waterproofing,,,2025-11-03
WS1110,Wet Seal Square 1100 X 1000,General,Each,267.00,Wayke Waterproofing,,,2025-11-03
CONCRETORQUOTE,Concretor as Per Quote,General,Each,1.00,CONCRETOR,,,2025-11-03
CARPENTERQUOTE,Carpenter as per Quote,General,Each,1.00,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
AIRELEC1,Electrical Air-Con Circuit Single Phase upto 30AMPS,Electrical,Each,,,,NEEDS PRICING,2025-11-03
AIRELEC3,Electrical Air-Con Circuit 3 Phase upto 30AMPS,Electrical,Each,,,,NEEDS PRICING,2025-11-03
SEWPUMP,"Bio Cycle and Water Pump Circuit (Single Phase, 25 mtrs) plus sensor to inside house",General,Each,,,,NEEDS PRICING,2025-11-03
OSPP,Waterproof Single Power Point,Electrical,Each,69.00,TL Electrical,,,2025-11-03
PLDR2148,"Panel Lift 2135 X 4880 Statesman -includes motor with 1 wall and 2 remote control openers ,Side track seals included",Statesman - B & D Garage Doors,Each,1680.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 21x48 Panel Lift,Brand: B & D Garage Doors - 21x48 Panel Lift | Model: 21x48 Panel Lift,2025-11-03
PLDR2151,"Panel Lift 2135 X 5150 Statesman -includes motor with 1 wall and 2 remote control openers ,Side track seals included",Statesman - B & D Garage Doors,Each,1737.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 21x51 Panel Lift,Brand: B & D Garage Doors - 21x51 Panel Lift | Model: 21x51 Panel Lift,2025-11-03
PLDR2154,"Panel Lift 2135 X 5450 Statesman -includes motor with 1 wall and 2 remote control openers ,Side track seals included",Statesman - B & D Garage Doors,Each,2048.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 21x54 Panel LIft,Brand: B & D Garage Doors - 21x54 Panel LIft | Model: 21x54 Panel LIft,2025-11-03
PLDR2248,"Panel Lift 2285 X 4880 Statesman -includes motor with 1 wall and 2 remote control openers ,Side track seals included",Statesman - B & D Garage Doors,Each,1863.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 22x48 Panel Lift,Brand: B & D Garage Doors - 22x48 Panel Lift | Model: 22x48 Panel Lift,2025-11-03
PLDR2251,"Panel Lift 2285 X 5150 Statesman -includes motor with 1 wall and 2 remote control openers ,Side track seals included",Statesman - B & D Garage Doors,Each,1932.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 22x51 Panel Lift,Brand: B & D Garage Doors - 22x51 Panel Lift | Model: 22x51 Panel Lift,2025-11-03
PLDR2254,"Panel Lift 2285 X 5450 Statesman -includes motor with 1 wall and 2 remote control openers ,Side track seals included",Statesman - B & D Garage Doors,Each,3210.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 22x54 Panel Lift,Brand: B & D Garage Doors - 22x54 Panel Lift | Model: 22x54 Panel Lift,2025-11-03
PLDR2448,"Panel Lift 2440 X 4880 Statesman -includes motor with 1 wall and 2 remote control openers ,Side track seals included",Statesman - B & D Garage Doors,Each,1863.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 24x48 Panel Lift,Brand: B & D Garage Doors - 24x48 Panel Lift | Model: 24x48 Panel Lift,2025-11-03
PLDR2451,"Panel Lift 2440 X 5150 Statesman -includes motor with 1 wall and 2 remote control openers ,Side track seals included",Statesman - B & D Garage Doors,Each,1932.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 24x51 Panel Lift,Brand: B & D Garage Doors - 24x51 Panel Lift | Model: 24x51 Panel Lift,2025-11-03
PLDR2454,"Panel Lift 2440 X 5450 Statesman -includes motor with 1 wall and 2 remote control openers ,Side track seals included",Statesman - B & D Garage Doors,Each,3210.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 24x54 Panel Lift,Brand: B & D Garage Doors - 24x54 Panel Lift | Model: 24x54 Panel Lift,2025-11-03
PLDG2148,"Panel Lift 2135 X 4880 Grange -includes motor with 1 wall and 2 remote control openers,Side track seals included",Grange - B & D Garage Doors,Each,1680.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 21x48 Panel Lift,Brand: B & D Garage Doors - 21x48 Panel Lift | Model: 21x48 Panel Lift,2025-11-03
PLDG2151,"Panel Lift 2135 X 5150 Grange -includes motor with 1 wall and 2 remote control openers,Side track seals included",Grange - B & D Garage Doors,Each,1737.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 21x51 Panel Lift,Brand: B & D Garage Doors - 21x51 Panel Lift | Model: 21x51 Panel Lift,2025-11-03
PLDG2154,"Panel Lift 2135 X 5450 Grange -includes motor with 1 wall and 2 remote control openers,Side track seals included",Grange - B & D Garage Doors,Each,1863.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 21x54 Panel LIft,Brand: B & D Garage Doors - 21x54 Panel LIft | Model: 21x54 Panel LIft,2025-11-03
PLDG2248,"Panel Lift 2285 X 4880 Grange -includes motor with 1 wall and 2 remote control openers,Side track seals included",Grange - B & D Garage Doors,Each,1863.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 22x48 Panel Lift,Brand: B & D Garage Doors - 22x48 Panel Lift | Model: 22x48 Panel Lift,2025-11-03
PLDG2251,"Panel Lift 2285 X 5150 Grange -includes motor with 1 wall and 2 remote control openers,Side track seals included",Grange - B & D Garage Doors,Each,1932.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 22x51 Panel Lift,Brand: B & D Garage Doors - 22x51 Panel Lift | Model: 22x51 Panel Lift,2025-11-03
PLDG2254,"Panel Lift 2285 X 5450 Grange -includes motor with 1 wall and 2 remote control openers,Side track seals included",Grange - B & D Garage Doors,Each,3210.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 22x54 Panel Lift,Brand: B & D Garage Doors - 22x54 Panel Lift | Model: 22x54 Panel Lift,2025-11-03
PLDG2448,"Panel Lift 2440 X 4880 Grange -includes motor with 1 wall and 2 remote control openers,Side track seals included",Grange - B & D Garage Doors,Each,1863.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 24x48 Panel Lift,Brand: B & D Garage Doors - 24x48 Panel Lift | Model: 24x48 Panel Lift,2025-11-03
PLDG2451,"Panel Lift 2440 X 5150 Grange -includes motor with 1 wall and 2 remote control openers,Side track seals included",Grange - B & D Garage Doors,Each,1932.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 24x51 Panel Lift,Brand: B & D Garage Doors - 24x51 Panel Lift | Model: 24x51 Panel Lift,2025-11-03
PLDG2454,"Panel Lift 2440 X 5450 Grange -includes motor with 1 wall and 2 remote control openers,Side track seals included",Grange - B & D Garage Doors,Each,3210.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 24x54 Panel Lift,Brand: B & D Garage Doors - 24x54 Panel Lift | Model: 24x54 Panel Lift,2025-11-03
PLDM2148,"Panel Lift 2135 X 4880 Seville -includes motor with 1 wall and 2 remote control openers,Side track seals included",Seville - B & D Garage Doors,Each,1680.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 21x48 Panel Lift,Brand: B & D Garage Doors - 21x48 Panel Lift | Model: 21x48 Panel Lift,2025-11-03
PLDM2151,"Panel Lift 2135 X 5150 Seville -includes motor with 1 wall and 2 remote control openers,Side track seals included",Seville - B & D Garage Doors,Each,1737.00,Sunstate Garage Doors (Travis Voigt TA),B & D Garage Doors - 21x51 Panel Lift,Brand: B & D Garage Doors - 21x51 Panel Lift | Model: 21x51 Panel Lift,2025-11-03
